anime_id,mal_id,title,title_english,title_japanese,type,source,genres,tags
20827,26165,Yuri Kuma Arashi,Yurikuma Arashi,ユリ熊嵐,TV,ORIGINAL,"Psychological, Drama, Fantasy","Bullying, LGBTQ Issues, Primarily Female Cast, Yuri, Philosophy, Female Protagonist, Amnesia, School, Meta, Guns, Nudity, Fairy Tale, Animals"
20828,24935,Recorder to Randoseru Mi☆ Special,None,リコーダーとランドセル ミ☆ リコーダーとアカランドセル,SPECIAL,None,Comedy,"School, Seinen"
20829,26243,Owari no Seraph,Seraph of the End: Vampire Reign,終わりのセラフ,TV,MANGA,"Drama, Supernatural, Action, Fantasy, Mystery","Vampire, Post-Apocalyptic, Demons, Military, War, Boys' Love, Shounen, School"
20830,23787,Hi☆sCoool! SeHa Girl,Hi☆sCoool! Seha Girls,Hi☆sCoool! セハガール,TV_SHORT,ORIGINAL,Comedy,"Video Games, Parody, School, Cute Girls Doing Cute Things, Primarily Female Cast, Female Protagonist"
20831,22839,Cross Road,None,クロスロード,SPECIAL,ORIGINAL,Slice of Life,School
20832,29803,Overlord,Overlord,オーバーロード,TV,LIGHT_NOVEL,"Action, Adventure, Fantasy","Skeleton, Isekai, Virtual World, Anti-Hero, Magic, Demons, Politics, CGI, Monster Girl, Video Games, Maids, Twins, Vampire, Artificial Intelligence, Crossdressing, Iyashikei"
20833,26395,Teekyuu 4,Teekyuu 4,てーきゅう4,TV_SHORT,MANGA,"Comedy, Sports, Slice of Life","Surreal Comedy, Meta, Tennis, School, Cute Girls Doing Cute Things"
20834,22335,Teekyuu 3 Specials,Teekyuu 3 Specials,てーきゅう3 映像特典,SPECIAL,None,"Comedy, Sports, Slice of Life","School, Shounen"
20835,25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,One Piece 3D2Y: Overcome Ace’s Death! Luffy’s Vow to his Friends,ワンピース〝3D2Y〟 エースの死を越えて！　ルフィ仲間との誓い,SPECIAL,None,"Action, Comedy, Fantasy","Pirates, Shounen"
20836,23781,Blade & Soul Specials,None,ブレイドアンドソウル,SPECIAL,None,Comedy,
20837,24151,Ao Haru Ride: Unwritten,Blue Spring Ride: Unwritten,アオハライド unwritten,OVA,None,"Romance, Slice of Life","School, Shoujo, Female Protagonist"
20838,26453,Tribe Cool Crew,None,トライブクルクル,TV,ORIGINAL,Music,"Dancing, Kids"
20839,26443,Triage X,None,トリアージX,TV,MANGA,"Action, Drama, Ecchi","Shounen, Harem, School, Nudity"
20840,26441,Junketsu no Maria,Maria the Virgin Witch,純潔のマリア,TV,MANGA,"Comedy, Fantasy, Romance","Witch, Magic, Female Protagonist, War, Foreign, Rural, Historical, Gods"
20842,19613,New Initial D Movie: Legend 1 - Kakusei,None,新劇場版 頭文字D Legend1-覚醒-,MOVIE,None,"Action, Sports","Cars, Seinen"
20843,27441,Show By Rock!!,Show By Rock!!,ＳＨＯＷ ＢＹ ＲＯＣＫ!!,TV,VIDEO_GAME,Music,"Band, Isekai, Kemonomimi, Nekomimi, Shoujo, Ensemble Cast, Female Protagonist, CGI"
20844,27417,Diabolik Lovers OVA,None,DIABOLIK LOVERS  OAD,OVA,VISUAL_NOVEL,Supernatural,"School, Shoujo, Reverse Harem, Vampire"
20845,27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,Fate/kaleid liner Prisma Illya 2wei Herz!,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！,TV,MANGA,"Action, Comedy, Fantasy, Mahou Shoujo, Ecchi","Magic, Henshin, Female Protagonist, Primarily Female Cast"
20846,25861,Inugami-san to Nekoyama-san Special,None,犬神さんと猫山さん,SPECIAL,None,Comedy,"Yuri, School"
20847,27419,Tari Tari Special,None,None,SPECIAL,None,"Music, Slice of Life",School
20848,27629,Tantei Kageki Milky Holmes TD,None,探偵オペラ ミルキィホームズ TD,TV,OTHER,"Comedy, Mystery","Cute Girls Doing Cute Things, Super Power"
20849,27631,God Eater,God Eater,ゴッドイーター,TV,VIDEO_GAME,"Action, Sci-Fi","Post-Apocalyptic, Full CGI, Super Power, Male Protagonist"
20850,27899,Tokyo Ghoul √A,None,東京喰種トーキョーグール√A,TV,MANGA,"Horror, Mystery, Psychological, Supernatural, Action, Drama","Seinen, Gore, Anti-Hero"
20851,25719,Futsuu no Joshikousei ga [Locodol] Yatte Mita.: Nagarekawa, Annai Shite Mita.,Locodol: We Tried Giving a Tour of Nagarekawa,普通の女子校生が【ろこどる】やってみた。流川、案内してみた。,SPECIAL,MANGA,Comedy
20852,21097,Oni Chichi: Rebuild,None,鬼父 Rebuild,OVA,VISUAL_NOVEL,Hentai,"Rape, Incest"
20853,27655,Aldnoah.Zero 2,None,アルドノア・ゼロ 2,TV,ORIGINAL,"Action, Mecha, Sci-Fi","Military, Real Robot, Space, Politics"
20854,27663,Baby Steps 2,None,ベイビーステップ 2,TV,MANGA,"Romance, Sports","Tennis, School, Shounen"
20855,27687,Oshiri Kajiri Mushi 3,Bottom Biting Bug 3,おしりかじり虫 3,TV_SHORT,ORIGINAL,Comedy,Kids
20856,23383,D-Frag! OVA,None,ディーふらぐ! OAD,OVA,MANGA,Comedy,"Male Protagonist, Seinen"
20857,27723,Kasumin 2nd Series,None,カスミン (第2シリーズ),TV,None,"Adventure, Fantasy",
20858,27721,Kasumin 1st Series,None,カスミン (第1シリーズ),TV,None,"Adventure, Fantasy",
20859,24169,Meitantei Conan: Toubousha Mouri Kogorou,Case Closed: The Fugitive Kogorou Mouri,逃亡者・毛利小五郎,ONA,None,"Adventure, Comedy, Mystery",Police
20860,20757,Taimanin Yukikaze,None,対魔忍ユキカゼ,OVA,VISUAL_NOVEL,"Hentai, Supernatural","Ninja, Female Protagonist, Demons, Flat Chest, Nakadashi, Dark Skin, Rape, Large Breasts, Defloration, Fellatio, Ahegao, Masturbation, Pregnant, Tekoki, Tentacles, Super Power, Anal Sex"
20861,25341,Diamond no Ace OVA,Ace of Diamond OVA,ダイヤのA[エース] OAD,OVA,None,"Comedy, Sports","School, Shounen, Baseball"
20862,26057,Fate/kaleid liner Prisma☆Illya 2wei!: Mahou Shoujo in Onsen Ryokou,Fate/Kaleid liner Prisma Illya 2wei! OVA,Fate/kaleid linerプリズマ☆イリヤ ツヴァイ！魔法少女in温泉旅行,OVA,None,"Action, Comedy, Fantasy, Mahou Shoujo",Magic
20863,25647,Sabagebu! OVA Special Mission,Sabagebu! - Survival Game Club! - OVA Special Mission,さばげぶっ！OVA SPECIAL MISSION,SPECIAL,None,,School Club
20864,26163,Ganbare! Lulu Lolo 2nd Season,None,がんばれ！ルルロロ　第２シリーズ,TV_SHORT,ORIGINAL,,Kids
20865,25503,Fuusen Inu Tinny,None,ふうせんいぬティニー,TV_SHORT,OTHER,Adventure,Kids
20866,24695,Gokukoku no Brynhildr Special,Brynhildr in the Darkness Special,極黒のブリュンヒルデ,SPECIAL,None,"Drama, Mystery, Sci-Fi","Seinen, Harem"
20868,27741,Shounen Hollywood: Holly Stage for 50,SHONEN HOLLYWOOD -HOLLY STAGE FOR 50-,少年ハリウッド -HOLLY STAGE FOR 50-,TV,LIGHT_NOVEL,"Music, Slice of Life",Shoujo
20869,27633,Gekkan Shoujo Nozaki-kun Specials,Monthly Girls' Nozaki-kun Specials,月刊少女野崎くん ミニOVA,SPECIAL,MANGA,"Comedy, Romance","School, Ensemble Cast"
20872,27775,Plastic Memories,Plastic Memories,プラスティックメモリーズ,TV,ORIGINAL,"Comedy, Drama, Romance, Sci-Fi, Slice of Life","Robots, Tragedy, Memory Manipulation, Artificial Intelligence"
20873,27785,Doamaiger D,Doamygar-D,ドアマイガーD,TV_SHORT,ORIGINAL,"Mecha, Comedy, Action","Super Robot, Food, Male Protagonist"
20874,21513,Imako System ,None,イマコシステム,OVA,MANGA,Hentai,"Netorare, Anal Sex, School, Fellatio, Nakadashi, Flat Chest, Incest"
20875,27783,Sword Gai The Animation,SWORDGAI The Animation,ソードガイ The Animation,ONA,MANGA,"Action, Supernatural","Swordplay, CGI, Henshin"
20876,27787,Nisekoi:,None,ニセコイ：,TV,MANGA,"Comedy, Romance","School, Harem, Shounen, Male Protagonist, Mafia, Tsundere"
20877,27727,Binan Koukou Chikyuu Bouei-bu LOVE!,Cute High Earth Defense Club LOVE!,美男高校地球防衛部LOVE!,TV,ORIGINAL,"Comedy, Slice of Life","Super Power, Primarily Male Cast, Parody, Shoujo, Male Protagonist, School, Henshin"
20878,21867,Edogawa Conan Shissou Jiken: Shijou Saiaku no Futsukakan,The Disappearance of Conan Edogawa: The Worst Two Days in History,名探偵コナン 江戸川コナン失踪事件～史上最悪の二日間～,SPECIAL,None,"Adventure, Comedy, Mystery","Police, Shounen"
20879,27831,Durarara!!x2 Ten,Durarara!! X2 The Second Arc,デュラララ!!×２ 転,TV,LIGHT_NOVEL,"Action, Mystery, Supernatural","Achronological Order, Gangs, Urban Fantasy, Ensemble Cast, Yakuza, Delinquents, Delinquents, Mythology, Shounen"
20880,27833,Durarara!!x2 Ketsu,Durarara!! X2 The Third Arc,デュラララ!!×２ 結,TV,LIGHT_NOVEL,"Action, Mystery, Supernatural","Achronological Order, Urban Fantasy, Ensemble Cast, Gangs, Mythology, Mythology, Gore, Delinquents, Anti-Hero, Shounen"
20881,27829,Heavy Object,None,ヘヴィーオブジェクト,TV,LIGHT_NOVEL,"Action, Comedy, Mecha, Sci-Fi","War, Episodic"
20882,25313,Gintama: Jump Festa 2014 Special,None,銀魂ジャンプフェスタアニメツアー’ 2014,SPECIAL,None,"Action, Comedy, Sci-Fi","Parody, Swordplay, Shounen, Historical"
20883,27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,None,ティグルくんとヴァナディーちゅ,SPECIAL,None,Comedy,
20884,25303,Haikyuu!!: Lev Kenzan!,Haikyu!!: Lev Kenzan!,ハイキュー!! リエーフ見参！,SPECIAL,ORIGINAL,"Comedy, Drama, Sports","Shounen, Volleyball, Primarily Male Cast"
20887,24071,gdgd Fairies Movie: tte Iu Eiga wa Dou kana...?,None,劇場版 gdgd妖精s っていう映画はどうかな...?,MOVIE,ORIGINAL,"Comedy, Fantasy","Full CGI, Parody"
20888,22053,Gakkou no Kaidan SP,Ghost Stories SP,学校の怪談 SP,OVA,None,"Comedy, Horror, Mystery, Supernatural",
20889,27601,Chuunibyou demo KOI ga shitai! REN: Saisei no... Jaou Shingan Mokushiroku,Love, Chunibyo & Other Delusions - Heart Throb -: The Rikka Wars/ Apocalypse of the Wicked Lord Shingan Reborn,中二病でも恋がしたい！戀 再生の･･･邪王真眼黙示録,OVA,None,"Comedy, Slice of Life, Romance"
20890,22055,Gakkou no Kaidan: New Year's Special,Ghost Stories: New Year's Special,お正月スペシャル. お化け大集合,SPECIAL,OTHER,"Horror, Mystery, Supernatural",
20891,23831,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Puella Magi Madoka Magica the Movie Part III: Rebellion - Magica Quartet x Nisioisin,MAGICA QUARTET x NISIOISIN,MOVIE,OTHER,Comedy,Chibi
20892,23363,Ore no Imouto ga Konna ni Kawaii Wake ga Nai. Gal Game Animation,Oreimo 2: Gal Game Animation,俺の妹がこんなにエロゲーなわけがない～逆襲の秋美～　初詣編＆バレンタイン編,SPECIAL,None,"Comedy, Romance",
20893,25635,Space☆Dandy Picture Drama,None,スペース☆ダンディ ピクチャードラマ,SPECIAL,None,"Comedy, Sci-Fi",Space
20894,23679,Strange+ Special,None,ストレンジ・プラス,SPECIAL,None,Comedy,
20895,21879,Sword Art Offline: Extra Edition,None,そーどあーと・おふらいん Extra Edition,SPECIAL,None,,Chibi
20896,23405,Kon ga Oshiete Moshi Agemasu! Maru Wakari TOKYO RAVENS,None,コンが教えて差し上げます！まるわかり東京レイヴンズ,SPECIAL,None,Supernatural,Shounen
20897,24123,Top wo Nerae! Gunbuster Science Lesson Returns,None,帰ってきた トップをねらえ! 科学講座,SPECIAL,None,"Comedy, Mecha, Sci-Fi","Space, Educational, Chibi"
20898,25873,Toukiden Kiwami,None,討鬼伝 極,ONA,None,"Action, Fantasy",Advertisement
20899,22137,Toukiden: The Age of Demons - Introduction,None,討鬼伝,SPECIAL,None,Action,Demons
20900,24151,Ao Haru Ride Page.13,Blue Spring Ride Page.13,アオハライド PAGE.13,OVA,MANGA,"Romance, Slice of Life",Shoujo
20901,27911,Anime de Wakaru Shinryounaika,Comical Psychosomatic Medicine,アニメで分かる心療内科,ONA,MANGA,Comedy,"Educational, Seinen, Slapstick"
20902,29165,Daitoshokan no Hitsujikai Picture Drama,A Good Librarian Like a Good Shepherd Picture Drama,大図書館の羊飼い 前夜祭,SPECIAL,VISUAL_NOVEL,"Comedy, Ecchi",
20903,28377,Choujikuu Robo Meguru,None,超時空ロボ　MEGURU,TV,ORIGINAL,Mecha,
20904,27945,Gugure! Kokkuri-san Specials,None,繰繰れ！コックリさん,SPECIAL,MANGA,"Comedy, Romance, Supernatural","Shounen, Ghost"
20905,23067,Tenkai Knights,None,テンカイナイト,TV,ORIGINAL,"Action, Adventure, Comedy, Mecha, Sci-Fi","Kids, Shounen"
20906,27947,Lupin III: Part IV,LUPIN THE 3rd PART4,ルパン三世 PART IV,TV,ORIGINAL,"Action, Adventure, Comedy","Anti-Hero, Fugitive, Foreign, Shounen"
20907,27957,Steins;Gate: Soumei Eichi no Cognitive Computing,None,Steins;Gate 聡明叡智のコグニティブ・コンピューティング,ONA,ORIGINAL,"Comedy, Sci-Fi",Advertisement
20908,27969,Hana to Alice Satsujin Jiken,The Case of Hana & Alice,花とアリス 殺人事件,MOVIE,ORIGINAL,"Drama, Mystery, Slice of Life","Female Protagonist, School, Crossdressing"
20910,29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist,下ネタという概念が存在しない退屈な世界,TV,LIGHT_NOVEL,"Comedy, Ecchi","Satire, School, Nudity, Parody, Terrorism, Poker"
20911,24127,Hashi no Mukou,None,端ノ向フ,OVA,ORIGINAL,"Horror, Supernatural",
20912,27989,Hibike! Euphonium,Sound! Euphonium,響け！ユーフォニアム,TV,OTHER,"Music, Slice of Life, Drama","Band, School Club, Female Protagonist, Coming of Age, Cute Girls Doing Cute Things, School"
20913,27991,K: Return Of Kings,None,K RETURN OF KINGS,TV,ORIGINAL,"Action, Supernatural","Gangs, Swordplay, Super Power, Ensemble Cast"
20914,1431,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,Lupin III: The Columbus Files,ルパン三世『愛のダ・カーポ ～Fujiko's Unlucky Days』,SPECIAL,None,"Action, Adventure, Comedy","Shounen, Primarily Adult Cast"
20915,22745,Brothers Conflict Special,None,BROTHERS CONFLICT 第十二・五衝突「切望」,SPECIAL,None,Romance,"Shoujo, Reverse Harem"
20916,25437,Brothers Conflict OVA,None,BROTHERS CONFLICT OVA,OVA,OTHER,Romance,"Reverse Harem, Shoujo"
20917,25857,PriPara Movie: Minna Atsumare! Prism☆Tours,None,劇場版プリパラ　み～んなあつまれ！プリズム☆ツアーズ,MOVIE,ORIGINAL,Music,"Kids, Magic, Idol"
20918,28025,Tsukimonogatari,None,憑物語,TV,LIGHT_NOVEL,"Comedy, Mystery, Supernatural, Ecchi","Vampire, Urban Fantasy, Male Protagonist, Primarily Female Cast, Achronological Order, Nudity"
20919,23279,Gyakusatsu Kikan,Genocidal Organ,虐殺器官,MOVIE,OTHER,"Psychological, Sci-Fi","Philosophy, Augmented Reality, Military, Dystopian, War, Assassins"
20920,28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try and Pick Up Girls in a Dungeon?,ダンジョンに出会いを求めるのは間違っているだろうか,TV,LIGHT_NOVEL,"Action, Adventure, Comedy, Fantasy, Romance","Gods, Harem, Swordplay, Mythology, Kemonomimi, Nekomimi, Goblin, Video Games"
20921,27815,Cardfight!! Vanguard G,None,カードファイト!! ヴァンガードG,TV,ORIGINAL,Action,"Card Battle, Shounen, Demons, Episodic"
20922,28155,Yoru no Yatterman,Yatterman Night,夜ノヤッターマン,TV,ORIGINAL,,"Space, Super Robot, Robots, Dystopian, Aliens, Female Protagonist, Fugitive, Superhero, Slapstick"
20923,28171,Shokugeki no Souma,Food Wars! Shokugeki no Soma,食戟のソーマ,TV,MANGA,"Comedy, Ecchi","Food, Shounen, Male Protagonist, School, Nudity"
20924,28179,Miss Monochrome: Manager,None,ミス・モノクローム OVA 「MANAGER」,OVA,None,"Comedy, Music, Slice of Life",Robots
20925,27907,GUNDAM BUILD FIGHTERS: SD Kishi Fighters,None,ガンダムビルドファイターズ「SD騎士ファイターズ」,SPECIAL,ORIGINAL,"Comedy, Mecha",
20926,24751,Akuma no Riddle Special,Riddle Story of Devil Special,悪魔のリドル 13話,SPECIAL,None,Action,"School, Parody, Yuri, Battle Royale"
20927,28205,Fastening Days,None,FASTENING DAYS,ONA,ORIGINAL,,"Primarily Child Cast, Superhero"
20928,28215,Saint Seiya: Ougon Tamashii -soul of gold-,Saint Seiya Soul of Gold,聖闘士星矢 黄金魂 -soul of gold-,ONA,ORIGINAL,"Action, Adventure, Fantasy, Sci-Fi","Shounen, Super Power, Primarily Male Cast"
20929,28207,Ketsuekigata-kun! 2,None,血液型くん！２,TV_SHORT,MANGA,,Chibi
20930,28221,Etotama,None,えとたま,TV,ORIGINAL,"Action, Comedy, Fantasy","Battle Royale, Mythology, Primarily Female Cast, Full CGI, Kemonomimi"
20931,28223,Death Parade,Death Parade,デス・パレード,TV,ORIGINAL,"Drama, Mystery, Psychological, Supernatural","Afterlife, Philosophy, Amnesia, Tragedy, Bar, Episodic, Primarily Adult Cast, Mythology"
20932,28211,Harmony,None,ハーモニー,MOVIE,OTHER,"Mystery, Sci-Fi, Thriller, Psychological","Philosophy, Yuri, Dystopian, Cyberpunk, Female Protagonist, Primarily Adult Cast, Tragedy, Police, Terrorism, Military, CGI, Augmented Reality, Full CGI"
20933,24641,Baku Ane: Otouto Shibocchau zo! The Animation,None,ばくあね 弟しぼっちゃうぞ! THE ANIMATION,OVA,VISUAL_NOVEL,Hentai,"Harem, Large Breasts, Incest, Nakadashi, Sumata, Facial, Ahegao, Paizuri, Tekoki"
20934,22069,Swing Out Sisters (2014),None,スウィング アウト シスターズ,OVA,MANGA,"Hentai, Romance","Incest, Harem, Large Breasts, Flat Chest, Nakadashi, Maids"
20935,28249,Arslan Senki,The Heroic Legend of Arslan,アルスラーン戦記,TV,MANGA,"Action, Adventure, Fantasy, Drama","War, Military, Shounen, Historical, Magic"
20936,24591,Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,Yo-Kai Watch: The Movie,映画 妖怪ウォッチ　誕生の秘密だニャン！,MOVIE,None,Fantasy,Kids
20937,28257,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari Da Nyan!,None,映画 妖怪ウォッチ エンマ大王と5つの物語だニャン!,MOVIE,VIDEO_GAME,Fantasy,
20938,28105,SHIROBAKO Specials,None,None,SPECIAL,ORIGINAL,"Adventure, Comedy","Meta, Aviation, Idol"
20940,24531,Ane Log: Moyako Nee-san no Tomaranai Monologue,Sister's Log: Moyako's Never-ending Monologue,靄子姉さんの止まらないモノローグ,OVA,MANGA,"Comedy, Ecchi","School, Shounen"
20941,21755,New Prince of Tennis OVA vs Genius10,None,新テニスの王子様 OVA vs Genius10,OVA,None,"Action, Comedy, Sports","Tennis, School, Shounen"
20942,24457,Houkago no Ouji-sama,None,放課後の王子様,OVA,None,"Comedy, Sports","School, Shounen"
20943,21781,Tsubasa to Hotaru,None,つばさとホタル,SPECIAL,None,Romance,Shoujo
20944,28283,Sengoku Musou,Samurai Warriors,戦国無双,TV,VIDEO_GAME,Action,"Swordplay, Historical"
20945,25011,Fate/kaleid liner Prisma☆Illya 2wei! Kanzen Shinsaku Short Anime,Fate/Kaleid liner Prisma Illya 2wei! Kanzen Shinsaku Short Anime,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ! 完全新作ショートアニメ,SPECIAL,None,"Comedy, Mahou Shoujo","Female Protagonist, Primarily Female Cast, Yuri, Magic"
20946,28297,Ore Monogatari!!,My Love Story!!,俺物語!!,TV,MANGA,"Comedy, Romance","Shoujo, Male Protagonist"
20947,28149,Nihon Animator Mihonichi,Japan Anima(tor)’s Exhibition,日本アニメ（ーター）見本市,ONA,OTHER,,"Magic, Anthology, Kaiju, Satire, Post-Apocalyptic, Dragons, Surreal Comedy, Episodic"
20949,27927,Urawa no Usagi-chan,None,浦和の調ちゃん,TV_SHORT,ORIGINAL,,"Primarily Female Cast, School, Advertisement"
20950,33037,Tsukiuta. THE ANIMATION,None,ツキウタ。 THE ANIMATION,TV,OTHER,,"Primarily Male Cast, Idol"
20951,28387,Joukamachi no Dandelion,Castle Town Dandelion,城下町のダンデライオン,TV,MANGA,"Comedy, Slice of Life","Super Power, 4-koma, Female Protagonist, Ensemble Cast, Seinen, Idol, Age Regression"
20952,24781,Imawa no Kuni no Alice,Alice in Borderland,今際の国のアリス,OVA,MANGA,"Action, Horror, Psychological, Supernatural","Shounen, Survival, Tragedy, Post-Apocalyptic, Isekai"
20953,28423,Kyoukai no Rinne,Rin-ne,境界のRinne,TV,MANGA,"Comedy, Romance, Supernatural","Shounen, Episodic, Male Protagonist, Youkai, Ensemble Cast, School, Afterlife, Demons, Nekomimi, Reincarnation"
20954,28851,Koe no Katachi,A Silent Voice,聲の形,MOVIE,MANGA,"Drama, Romance","Rehabilitation, Bullying, Language Barrier, School, Male Protagonist, Coming of Age, Time Skip, Tragedy, Shounen"
20955,28497,Rokka no Yuusha,Rokka -Braves of the Six Flowers-,六花の勇者,TV,LIGHT_NOVEL,"Action, Adventure, Fantasy, Mystery","Magic, Male Protagonist, Fugitive, Monster Girl, Survival, Ensemble Cast, Battle Royale, Demons, Swordplay"
20956,28431,Pocket Monsters Omega Ruby & Alpha Sapphire: Mega Special Animation,Pokémon Omega Ruby & Alpha Sapphire: Mega Special Animation,ポケットモンスター オメガルビー・アルファサファイア』 メガスペシャルアニメーション,ONA,VIDEO_GAME,"Action, Adventure, Fantasy","Kids, Shounen"
20957,22849,Nyamen,None,にゃ~めん,TV_SHORT,ORIGINAL,Comedy,
20958,25777,Shingeki no Kyojin 2,Attack on Titan Season 2,進撃の巨人 2,TV,MANGA,"Action, Drama, Fantasy, Mystery","Post-Apocalyptic, Military, Survival, Henshin, Gore, Tragedy, Super Power, Shounen, Steampunk, Kaiju, Male Protagonist, CGI"
20959,28077,Go! Go! 575: Meippai ni, Hajiketeru?,None,ゴ～！ゴ～！ご～しちご～「めいっぱいに、はじけてる？」,SPECIAL,None,
20960,23441,Love Stage!!: Chotto ja Nakutte,None,LOVE STAGE!! チョットジャナクッテ,OVA,MANGA,"Comedy, Romance",Boys' Love
20961,28247,Pankis! 2-jigen,None,ぱんきす! 2次元,TV_SHORT,ORIGINAL,Music,Kids
20962,28607,Hetalia: The World Twinkle,None,ヘタリア The World Twinkle,ONA,MANGA,Comedy,"Parody, Historical"
20963,28675,Kyoukai no Kanata Movie: I'LL BE HERE - Mirai-hen,Beyond the Boundary Movie: I'll Be Here - The Future,劇場版 境界の彼方 I'LL BE HERE 未来篇,MOVIE,LIGHT_NOVEL,"Fantasy, Slice of Life, Supernatural","Urban Fantasy, Demons, Super Power, Amnesia, Swordplay, Magic, School Club, Ensemble Cast, Male Protagonist"
20964,28617,Punch Line,None,パンチライン,TV,ORIGINAL,"Comedy, Ecchi, Sci-Fi","Superhero, Body Swapping, Alternate Universe, Time Manipulation"
20965,28625,Shisha no Teikoku,The Empire of Corpses,屍者の帝国,MOVIE,OTHER,"Sci-Fi, Psychological","Zombie, Steampunk"
20966,28677,Yamada-kun to 7-nin no Majo,Yamada and the Seven Witches,山田くんと7人の魔女,TV,MANGA,"Comedy, Mystery, Supernatural, Romance","Witch, School, Body Swapping, School Club, Shounen, Gender Bending, Harem, Bisexual"
20968,28725,Kokoro ga Sakebitagatterun da.,Anthem of the Heart -Beautiful Word Beautiful World-,心が叫びたがってるんだ。,MOVIE,ORIGINAL,"Drama, Fantasy, Slice of Life, Supernatural, Romance","Rehabilitation, School, Musical, Family Life"
20970,25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,None,昭和元禄落語心中 与太郎放浪篇,OVA,MANGA,Drama,"Rakugo, Josei, Acting"
20972,28735,Shouwa Genroku Rakugo Shinjuu,Showa Genroku Rakugo Shinju,昭和元禄落語心中,TV,MANGA,Drama,"Rakugo, Historical, Tragedy, Primarily Adult Cast, Male Protagonist, Josei, Acting"
20974,28401,Q Transformers: Kaettekita Convoy no Nazo,None,キュートランスフォーマー 帰ってきたコンボイの謎,TV_SHORT,VIDEO_GAME,"Action, Mecha, Sci-Fi",Shounen
20975,27949,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,Mattsu, Yamma and Moburi - The Mystery of the Seven Gems and the Flying Castle,マッツとヤンマとモブリさん ―七つの秘宝と空飛ぶお城―,ONA,OTHER,Fantasy
20976,27951,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,Mattsu, Yamma and Moburi - The Naval Treasure and Riddle Island,マッツとヤンマとモブリさん2 ―水軍お宝と謎解きの島々―,ONA,OTHER,Fantasy
20978,23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,Lupin The Third: Jigen's Gravestone,LUPIN THE IIIRD 次元大介の墓標,MOVIE,OTHER,"Action, Adventure, Comedy, Drama",Guns
20979,28791,Gunslinger Stratos: THE ANIMATION,Gunslinger Stratos,ガンスリンガー ストラトス -THE ANIMATION-,TV,VIDEO_GAME,"Action, Sci-Fi","Shounen, Time Manipulation"
20981,28805,Bakemono no Ko,The Boy and The Beast,バケモノの子,MOVIE,ORIGINAL,"Adventure, Supernatural","Coming of Age, Urban Fantasy, Male Protagonist, Martial Arts, Isekai, Time Skip, Cultivation, Swordplay"
20983,28817,Mikagura Gakuen Kumikyoku,Mikagura School Suite,ミカグラ学園組曲,TV,LIGHT_NOVEL,"Action, Comedy, Fantasy","School, School Club, Female Protagonist, Battle Royale, Super Power, Yuri"
20984,28819,Okusama ga Seitokaichou!,My Wife is the Student Council President,おくさまが生徒会長!,TV_SHORT,MANGA,"Comedy, Ecchi","Seinen, Nudity, School, Tsundere"
20985,28823,PriPara 2nd Season,None,プリパラ 2ndシーズン,TV,OTHER,Music,"Idol, Kids"
20986,28833,Chain Chronicle: Haecceitas no Hikari,Chain Chronicle - The Light of Haecceitas -,チェインクロニクル ～ヘクセイタスの閃(ひかり)～,TV,VIDEO_GAME,"Action, Adventure, Fantasy","Magic, Swordplay"
20987,28825,Himouto! Umaru-chan,None,干物妹！うまるちゃん,TV,MANGA,"Comedy, Slice of Life","Otaku Culture, Shounen, Cute Girls Doing Cute Things, Family Life, Chibi, School"
20988,28835,Tesagure! Bukatsu-mono: Spin-off Puru Purun Sharumu to Asobou,None,てさぐれ! 部活もの すぴんおふ プルプルんシャルムと遊ぼう,TV,MANGA,Slice of Life,"Cute Girls Doing Cute Things, Crossover, Primarily Female Cast, Meta, Parody, School, Full CGI, Female Protagonist"
20989,28841,Wake Up, Girls! Seishun no Kage,None,Wake Up, Girls！ 青春の影,MOVIE,ORIGINAL
20990,28881,New Initial D Movie: Legend 2 - Dokusou,None,新劇場 版頭文字DLegend2 -闘走-,MOVIE,ORIGINAL,,"Cars, Seinen"
20991,28883,Hidan no Aria AA,Aria the Scarlet Ammo AA,緋弾のアリアAA,TV,MANGA,"Action, Adventure, Comedy","Guns, Yuri, School"
